Company ID;Event ID;Event description;Order number;Order date;Order time;Order date time;Fulfillment date;Stat order date;Stat L/D;Cash desk;Delivery;Payment;WO;Table number;Customer name;Customer contact;Covers;Total Amount;Discount;Cash
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-06 01:07:49.011+02;2026-09-06 01:15:57.51+02;2026-09-05;D;CASSA 1;T;E;I;203;Filippo;;5;138,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-06 08:33:41.757+02;2026-09-06 08:53:00.669+02;2026-09-05;D;CASSA 1;T;C;O;206;;;2;35,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;18;2026-09-06;15:31:16;2026-09-06 15:31:16.479+02;2026-09-06 17:06:10.401+02;2026-09-06;L;CASSA 1;T;E;O;204;;;4;100,70;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;34;2026-09-07;20:11:28;2026-09-07 20:11:28.23+02;2026-09-07 20:31:11.701+02;2026-09-07;D;CASSA 2;A;E;O;;Filippo Renzato;;;71,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-06 08:56:45.067+02;2026-09-06 09:11:39.467+02;2026-09-05;D;CASSA 1;T;E;I;206;Davide;;4;67,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;29;2026-09-06;23:13:14;2026-09-06 23:13:14.346+02;2026-09-06 23:23:12.935+02;2026-09-06;D;CASSA 1;T;E;I;405;Carlo;g.rossi@erosi.org;5;136,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;19;2026-09-06;16:59:46;2026-09-06 16:59:46.854+02;2026-09-06 17:07:21.156+02;2026-09-06;L;CASSA 1;T;C;O;412;;;5;108,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06 14:20:04.292+02;2026-09-06 14:46:19.595+02;2026-09-06;L;CASSA 1;T;C;O;114;;;6;162,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;20;2026-09-06;17:00:23;2026-09-06 17:00:23.907+02;2026-09-06 17:07:50.771+02;2026-09-06;L;CASSA 1;A;E;O;;Riccardo Remone;;;73,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-06 09:15:38.087+02;2026-09-06 14:48:41.003+02;2026-09-05;D;CASSA 1;T;C;O;306;;;2;42,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;21;2026-09-06;17:01:33;2026-09-06 17:01:33.688+02;2026-09-06 17:08:12.9+02;2026-09-06;L;CASSA 1;T;E;O;406;;;4;108,70;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-06 09:14:59.058+02;2026-09-06 14:49:57.29+02;2026-09-05;D;CASSA 1;T;E;O;205;;;3;59,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;26;2026-09-06;23:06:25;2026-09-06 23:06:25.315+02;2026-09-06 23:20:54.838+02;2026-09-06;D;CASSA 1;T;C;O;105;;;3;51,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;24;2026-09-06;23:03:08;2026-09-06 23:03:08.414+02;2026-09-06 23:21:18.303+02;2026-09-06;D;CASSA 1;T;C;O;205;;;2;40,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;25;2026-09-06;23:05:03;2026-09-06 23:05:03.18+02;2026-09-06 23:21:29.462+02;2026-09-06;D;CASSA 1;T;E;O;306;;;4;116,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;32;2026-09-07;20:08:02;2026-09-07 20:08:02.875+02;2026-09-07 20:28:22.543+02;2026-09-07;D;CASSA 2;A;C;I;;Rocco Barocco;;;52,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;36;2026-09-07;20:14:48;2026-09-07 20:14:48.378+02;2026-09-07 20:32:55.872+02;2026-09-07;D;CASSA 2;A;E;O;;Rino Gaetano;;;235,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;31;2026-09-07;20:05:09;2026-09-07 20:05:09.474+02;2026-09-07 20:29:35.511+02;2026-09-07;D;CASSA 2;T;E;I;204;Marco;bb@ccddee.com;5;81,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;35;2026-09-07;20:13:30;2026-09-07 20:13:30.757+02;2026-09-07 20:38:08.113+02;2026-09-07;D;CASSA 2;T;E;O;204;;;3;78,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;38;2026-09-07;20:19:45;2026-09-07 20:19:45.489+02;2026-09-07 20:49:37.87+02;2026-09-07;D;CASSA 2;T;E;I;202;Daniele;;5;114,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;30;2026-09-07;19:59:32;2026-09-07 19:59:32.992+02;2026-09-07 20:30:29.67+02;2026-09-07;D;CASSA 1;T;E;O;304;;;4;107,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;37;2026-09-07;20:16:29;2026-09-07 20:16:29.108+02;2026-09-07 20:38:35.708+02;2026-09-07;D;CASSA 2;T;E;O;114;;;2;63,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;33;2026-09-07;20:10:05;2026-09-07 20:10:05.94+02;2026-09-07 20:30:58.618+02;2026-09-07;D;CASSA 2;T;E;O;507;;;4;70,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;42;2026-09-07;21:29:14;2026-09-07 21:29:14.214+02;2026-09-07 21:38:37.598+02;2026-09-07;D;CASSA 2;T;E;O;305;;;4;104,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;43;2026-09-07;21:32:49;2026-09-07 21:32:49.865+02;2026-09-07 21:38:57.408+02;2026-09-07;D;CASSA 2;T;E;O;413;;;9;235,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;41;2026-09-07;21:26:56;2026-09-07 21:26:56.281+02;2026-09-07 21:38:10.511+02;2026-09-07;D;CASSA 2;T;E;O;203;;;3;73,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;39;2026-09-07;21:23:59;2026-09-07 21:23:59.971+02;2026-09-07 21:36:07.609+02;2026-09-07;D;CASSA 2;A;E;I;;Andrea Borgato;;;85,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;40;2026-09-07;21:25:58;2026-09-07 21:25:58.716+02;2026-09-07 21:36:28.519+02;2026-09-07;D;CASSA 2;T;E;O;507;;;7;127,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;46;2026-09-07;21:46:19;2026-09-07 21:46:19.954+02;2026-09-07 22:43:57.925+02;2026-09-07;D;CASSA 2;T;C;O;513;SQUADRA CALCIO;;24;565,00;565,00;0,00
20;3;FESTA D'AUTUNNO 2026;45;2026-09-07;21:43:59;2026-09-07 21:43:59.437+02;2026-09-07 22:36:57.13+02;2026-09-07;D;CASSA 2;T;E;O;508;;;3;46,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;44;2026-09-07;21:41:12;2026-09-07 21:41:12.085+02;2026-09-07 22:37:10.602+02;2026-09-07;D;CASSA 2;T;C;O;512;;;5;111,50;111,50;0,00
20;3;FESTA D'AUTUNNO 2026;49;2026-09-08;20:08:56;2026-09-08 20:08:56.874+02;2026-09-08 22:14:49.577+02;2026-09-08;D;CASSA 2;T;E;O;103;;;5;90,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;50;2026-09-08;20:09:30;2026-09-08 20:09:30.424+02;2026-09-08 22:15:07.27+02;2026-09-08;D;CASSA 2;T;C;O;103;;;2;35,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;51;2026-09-08;20:10:07;2026-09-08 20:10:07.909+02;2026-09-09 00:08:36.756+02;2026-09-08;D;CASSA 2;T;C;O;104;;;3;56,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;52;2026-09-08;20:10:46;2026-09-08 20:10:46.174+02;2026-09-09 00:09:26.012+02;2026-09-08;D;CASSA 2;T;C;O;105;;;4;74,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;55;2026-09-08;20:12:36;2026-09-08 20:12:36.348+02;2026-09-09 00:19:22.154+02;2026-09-08;D;CASSA 2;A;E;O;;Pippo Baudo;;;97,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;47;2026-09-08;20:07:32;2026-09-08 20:07:32.842+02;2026-09-08 22:14:14.143+02;2026-09-08;D;CASSA 2;T;E;O;101;;;4;75,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;48;2026-09-08;20:08:17;2026-09-08 20:08:17.344+02;2026-09-08 22:14:32.798+02;2026-09-08;D;CASSA 2;T;E;O;102;;;3;73,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;60;2026-09-08;20:18:30;2026-09-08 20:18:30.169+02;2026-09-09 00:19:58.65+02;2026-09-08;D;CASSA 2;T;C;O;301;;;3;66,20;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;61;2026-09-08;20:19:41;2026-09-08 20:19:41.417+02;2026-09-09 00:20:57.868+02;2026-09-08;D;CASSA 2;T;E;O;302;;;5;144,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;64;2026-09-08;20:21:54;2026-09-08 20:21:54.132+02;2026-09-09 00:21:39.702+02;2026-09-08;D;CASSA 2;T;E;O;401;;;3;72,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;62;2026-09-08;20:20:32;2026-09-08 20:20:32.685+02;2026-09-09 00:21:09.921+02;2026-09-08;D;CASSA 2;T;E;O;304;;;4;78,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;63;2026-09-08;20:21:10;2026-09-08 20:21:10.516+02;2026-09-09 00:21:24.077+02;2026-09-08;D;CASSA 2;T;C;O;305;;;2;42,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;57;2026-09-08;20:14:23;2026-09-08 20:14:23.438+02;2026-09-09 00:11:38.507+02;2026-09-08;D;CASSA 2;T;E;O;204;;;4;82,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;58;2026-09-08;20:15:40;2026-09-08 20:15:40.608+02;2026-09-09 00:11:51.65+02;2026-09-08;D;CASSA 2;A;E;O;;Paolo Conte;;;79,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;59;2026-09-08;20:17:08;2026-09-08 20:17:08.436+02;2026-09-09 00:12:06.057+02;2026-09-08;D;CASSA 2;T;E;O;206;;;4;118,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;65;2026-09-08;20:23:56;2026-09-08 20:23:56.188+02;2026-09-09 00:22:35.593+02;2026-09-08;D;CASSA 2;T;E;I;404;Romeo;;3;75,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;68;2026-09-08;20:28:50;2026-09-08 20:28:50.69+02;2026-09-09 00:22:53.343+02;2026-09-08;D;CASSA 2;T;C;O;405;;;3;70,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;69;2026-09-08;20:29:32;2026-09-08 20:29:32.651+02;2026-09-09 00:23:05.468+02;2026-09-08;D;CASSA 2;T;C;O;406;;;4;75,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;67;2026-09-08;20:27:48;2026-09-08 20:27:48.177+02;2026-09-09 00:15:11.235+02;2026-09-08;D;CASSA 2;A;E;I;;Roberto De Robertis;pippo@poppi.com;;88,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;70;2026-09-08;20:30:46;2026-09-08 20:30:46.576+02;2026-09-09 00:23:16.031+02;2026-09-08;D;CASSA 2;T;E;O;407;;;5;135,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;75;2026-09-08;20:57:36;2026-09-08 20:57:36.626+02;2026-09-09 00:58:56.466+02;2026-09-08;D;CASSA 2;A;E;O;;Rinaldo Rinaldi;;;117,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;53;2026-09-08;20:11:24;2026-09-08 20:11:24.739+02;2026-09-09 00:18:56.306+02;2026-09-08;D;CASSA 2;T;C;O;106;;;3;60,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;66;2026-09-08;20:25:40;2026-09-08 20:25:40.091+02;2026-09-09 00:14:55.882+02;2026-09-08;D;CASSA 2;T;C;I;405;Franco;ippt@proprio.it;3;44,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;54;2026-09-08;20:11:56;2026-09-08 20:11:56.589+02;2026-09-09 00:19:08.429+02;2026-09-08;D;CASSA 2;T;C;O;201;;;3;69,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;56;2026-09-08;20:13:06;2026-09-08 20:13:06.089+02;2026-09-09 00:19:39.195+02;2026-09-08;D;CASSA 2;T;E;O;203;;;3;75,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;74;2026-09-08;20:56:54;2026-09-08 20:56:54.77+02;2026-09-09 00:56:09.027+02;2026-09-08;D;CASSA 2;T;E;O;503;;;7;136,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;77;2026-09-08;20:59:59;2026-09-08 20:59:59.102+02;2026-09-09 00:59:18.844+02;2026-09-08;D;CASSA 2;T;C;O;506;;;3;59,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;76;2026-09-08;20:58:48;2026-09-08 20:58:48.472+02;2026-09-09 00:59:07.712+02;2026-09-08;D;CASSA 2;T;E;O;505;;;10;287,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;78;2026-09-08;21:00:56;2026-09-08 21:00:56.038+02;2026-09-09 00:59:31.85+02;2026-09-08;D;CASSA 2;T;E;O;507;;;4;106,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;79;2026-09-08;21:01:41;2026-09-08 21:01:41.141+02;2026-09-09 00:59:42.658+02;2026-09-08;D;CASSA 2;T;C;O;509;;;4;112,50;112,50;0,00
20;3;FESTA D'AUTUNNO 2026;80;2026-09-08;21:02:16;2026-09-08 21:02:16.188+02;2026-09-09 00:59:53.031+02;2026-09-08;D;CASSA 2;T;C;O;412;;;2;39,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;82;2026-09-08;21:04:31;2026-09-08 21:04:31.141+02;2026-09-09 01:51:49.778+02;2026-09-08;D;CASSA 2;A;E;I;;Riccardi Riccardi;;;56,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;71;2026-09-08;20:31:33;2026-09-08 20:31:33.44+02;2026-09-09 00:58:29.976+02;2026-09-08;D;CASSA 2;T;E;O;408;;;7;170,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;72;2026-09-08;20:50:02;2026-09-08 20:50:02.053+02;2026-09-09 00:55:56.137+02;2026-09-08;D;CASSA 2;T;E;O;106;;;4;126,50;6,50;0,00
20;3;FESTA D'AUTUNNO 2026;84;2026-09-08;21:56:41;2026-09-08 21:56:41.348+02;2026-09-09 01:53:14.679+02;2026-09-08;D;CASSA 2;T;E;O;506;;;4;93,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;86;2026-09-08;21:58:04;2026-09-08 21:58:04.149+02;2026-09-09 01:55:34.825+02;2026-09-08;D;CASSA 2;T;E;O;608;;;3;69,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;88;2026-09-08;22:00:24;2026-09-08 22:00:24.482+02;2026-09-09 01:55:49.628+02;2026-09-08;D;CASSA 2;T;E;O;513;;;4;95,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;91;2026-09-08;22:04:38;2026-09-08 22:04:38.55+02;2026-09-09 01:57:28.711+02;2026-09-08;D;CASSA 2;T;E;O;314;;;3;89,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;85;2026-09-08;21:57:13;2026-09-08 21:57:13.332+02;2026-09-09 01:55:22.96+02;2026-09-08;D;CASSA 2;T;C;O;609;;;2;55,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;87;2026-09-08;21:59:46;2026-09-08 21:59:46.441+02;2026-09-09 01:52:25.561+02;2026-09-08;D;CASSA 2;A;E;O;;Marco De Marchi;;;71,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;81;2026-09-08;21:03:11;2026-09-08 21:03:11.458+02;2026-09-09 01:52:46.953+02;2026-09-08;D;CASSA 2;T;E;O;413;;;3;77,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;83;2026-09-08;21:55:57;2026-09-08 21:55:57.615+02;2026-09-09 01:55:09.492+02;2026-09-08;D;CASSA 2;T;E;I;508;Leo;leo@leonard.oni;3;83,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;89;2026-09-08;22:01:46;2026-09-08 22:01:46.817+02;2026-09-09 01:56:58.205+02;2026-09-08;D;CASSA 2;T;E;O;514;;;5;96,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;73;2026-09-08;20:55:03;2026-09-08 20:55:03.207+02;2026-09-09 00:58:43.372+02;2026-09-08;D;CASSA 2;T;E;O;502;;;3;82,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;90;2026-09-08;22:03:16;2026-09-08 22:03:16.699+02;2026-09-09 01:57:08.659+02;2026-09-08;D;CASSA 2;T;E;O;414;;;7;155,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;92;2026-09-09;20:35:02;2026-09-09 20:35:02.547+02;2026-09-09 21:20:54.914+02;2026-09-09;D;CASSA 2;T;C;O;712;;;2;48,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;93;2026-09-09;20:40:19;2026-09-09 20:40:19.019+02;2026-09-09 21:21:18.304+02;2026-09-09;D;CASSA 2;T;C;O;608;;;8;413,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;95;2026-09-09;21:24:08;2026-09-09 21:24:08.436+02;2026-09-09 21:27:23.047+02;2026-09-09;D;CASSA 2;T;E;O;206;;;5;76,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;96;2026-09-09;21:25:27;2026-09-09 21:25:27.99+02;2026-09-09 21:27:36.239+02;2026-09-09;D;CASSA 2;A;E;O;;Pippo Franco;;;98,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;94;2026-09-09;21:22:29;2026-09-09 21:22:29.37+02;2026-09-09 21:27:47.372+02;2026-09-09;D;CASSA 2;T;E;O;305;;;4;104,50;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;97;2026-09-09;23:31:25;2026-09-09 23:31:25.209+02;2026-09-09 23:38:24.523+02;2026-09-09;D;CASSA 2;T;E;O;106;;;4;85,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;98;2026-09-09;23:34:33;2026-09-09 23:34:33.524+02;2026-09-09 23:38:33.757+02;2026-09-09;D;CASSA 2;T;C;I;403;Fabio;;3;83,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;99;2026-09-09;23:43:07;2026-09-09 23:43:07.579+02;2026-09-09 23:46:31.82+02;2026-09-09;D;CASSA 2;T;E;O;408;;;8;124,00;0,00;0,00
20;3;FESTA D'AUTUNNO 2026;100;2026-09-09;23:44:23;2026-09-09 23:44:23.313+02;2026-09-09 23:46:41.612+02;2026-09-09;D;CASSA 2;T;E;O;304;;;6;169,50;0,00;0,00
